round,loss
1,0.5700520966402385
2,0.5554804230495464
3,0.5467050288509662
4,0.540000681219255
5,0.5343337201673941
6,0.5293654752988124
7,0.5249423504266606
8,0.520972345978971
9,0.517390230808486
10,0.514145521808615
11,0.5111972654434168
12,0.5085112837398494
13,0.5060585161417994
14,0.5038139328635399
15,0.5017557780164367
16,0.4998650156747505
17,0.49812490715680746
18,0.49652067712507647
19,0.4950392425836452
20,0.4936689883752565
21,0.49239957839759607
22,0.4912217951425054
23,0.4901274022551994
24,0.4891090261501137
25,0.4881600536125213
26,0.4872745429365734
27,0.48644714660269417
28,0.4856730438397495
29,0.4849478816855356
30,0.48426772337453117
31,0.4836290030582244
32,0.48302848600970116
33,0.48246323358680876
34,0.4819305723316239
35,0.4814280666715285
36,0.4809534947616464
37,0.48050482707178876
38,0.4800802073751871
39,0.47967793584255963
40,0.47929645398467813
41,0.47893433122057977
42,0.47859025287773965
43,0.4782630094556132
44,0.4779514870055574
45,0.47765465849878264
46,0.477371576070073
47,0.4771013640389416
48,0.4768432126219467
49,0.47659637226035856
50,0.4763601484964646
51,0.4761338973397108
52,0.47591702107078154
53,0.4757089644377366
54,0.4755092112035955
55,0.47531728100936604
56,0.475132726520557
57,0.4749551308287664
58,0.4747841050830581
59,0.47461928632858946
60,0.4744603355323766
61,0.4743069357782268
62,0.4741587906147595
63,0.47401562254211554
64,0.47387717162443976
65,0.47374319421654265
66,0.47361346179432023
67,0.47348775987955183
68,0.4733658870506333
69,0.4732476540316225
70,0.4731328828527258
71,0.4730214060760091
72,0.472913066080714
73,0.4728077144030889
74,0.4727052111261271
75,0.4726054243150215
76,0.4725082294945453
77,0.47241350916489816
78,0.4723211523528846
79,0.47223105419556166
80,0.47214311555375094
81,0.47205724265304144
82,0.47197334675011365
83,0.4718913438224038
84,0.4718111542792988
85,0.47173270269320483
86,0.4716559175489735
87,0.4715807310102956
88,0.47150707870178665
89,0.47143489950559986
90,0.4713641353714869
91,0.47129473113932435
92,0.47122663437319656
93,0.47115979520620116
94,0.47109416619520816
95,0.47102970218486456
96,0.4709663601801919
97,0.47090409922717424
98,0.47084288030078175
99,0.4707826661999129
100,0.470723421448786
