round,loss
1,0.5169883036042329
2,0.5024888508026067
3,0.49895303206538805
4,0.4976344960040975
5,0.49707286298821535
6,0.49679103147748094
7,0.49661420006340135
8,0.49647483334449316
9,0.49634677859086984
10,0.4962204679371891
11,0.49609298488917747
12,0.49596396735011805
13,0.4958339162773812
14,0.4957035194069652
15,0.495573403967851
16,0.4954440664791735
17,0.4953158711123847
18,0.49518907067545415
19,0.4950638316611178
20,0.494940256633382
21,0.49481840216225775
22,0.494698292422943
23,0.4945799291861622
24,0.4944632990131063
25,0.4943483783682625
26,0.49423513721719065
27,0.49412354153793686
28,0.4940135550609354
29,0.49390514046457196
30,0.493798260188501
31,0.4936928769795185
32,0.4935889542509231
33,0.49348645631222676
34,0.49338534850909055
35,0.49328559730139265
36,0.4931871702989442
37,0.4930900362684801
38,0.49299416512142713
39,0.4928995278890678
40,0.49280609668969355
41,0.4927138446909305
42,0.49262274606942924
43,0.4925327759694197
44,0.49244391046114794
45,0.4923561264998749
46,0.49226940188587903
47,0.4921837152257458
48,0.492099045895109
49,0.49201537400293316
50,0.49193268035737137
51,0.491850946433198
52,0.49177015434079036
53,0.4916902867966171
54,0.49161132709518357
55,0.4915332590823761
56,0.4914560671301454
57,0.49137973611246794
58,0.4913042513825242
59,0.49122959875103656
60,0.4911557644657028
61,0.49108273519167794
62,0.49101049799304214
63,0.49093904031520935
64,0.49086834996822587
65,0.49079841511091027
66,0.4907292242357947
67,0.49066076615482046
68,0.4905930299857533
69,0.49052600513927685
70,0.49045968130672846
71,0.49039404844844786
72,0.4903290967827005
73,0.4902648167751501
74,0.4902011991288492
75,0.4901382347747209
76,0.4900759148625072
77,0.4900142307521579
78,0.48995317400563737
79,0.48989273637912967
80,0.48983290981561717
81,0.48977368643781743
82,0.4897150585414562
83,0.4896570185888627
84,0.4895995592028662
85,0.48954267316098277
86,0.4894863533898742
87,0.4894305929600658
88,0.489375385080911
89,0.48932072309578817
90,0.4892666004775196
91,0.48921301082399893
92,0.4891599478540205
93,0.48910740540329534
94,0.4890553774206476
95,0.48900385796438184
96,0.4889528411988125
97,0.48890232139094514
98,0.48885229290730653
99,0.4888027502109106
100,0.48875368785835843
