round,AUC
1,0.8132
2,0.8136745454545455
3,0.824953994490358
4,0.8288499999999999
5,0.8490056572379368
6,0.8157893864013267
7,0.8240710176991151
8,0.818134945054945
9,0.8481982359426682
10,0.8479030871003307
11,0.8316725761772853
12,0.8419652341597798
13,0.8347165102153508
14,0.819445660585959
15,0.8193724214009928
16,0.8325639072847683
17,0.8309331305309734
18,0.8241208815426997
19,0.8331614190687362
20,0.8414127553837658
21,0.8427157923799007
22,0.8136280837004406
23,0.8429963475373548
24,0.827199669056812
25,0.8242644983461962
26,0.8239500000000001
27,0.8278699393270821
28,0.8246499999999999
29,0.8406992286501377
30,0.8291498622589533
31,0.8298129353233832
32,0.8358355212355212
33,0.8240963515754561
34,0.8208240638766519
35,0.837146153846154
36,0.8322667221297837
37,0.8431515435501654
38,0.8347680066079296
39,0.8355100275482092
40,0.8356451577199778
41,0.8264503325942351
42,0.8123995589856671
43,0.8215962410171366
44,0.8232337950138504
45,0.832235342920354
46,0.8280284140969163
47,0.8184942668136714
48,0.8274534368070953
49,0.8254466887417218
50,0.8197859349145064
51,0.8132452590959207
52,0.8270824115044247
53,0.8188890547263682
54,0.8299188019966721
55,0.8194609756097562
56,0.8133988974641676
57,0.8032629955947137
58,0.8147842105263158
59,0.8295940785832873
60,0.8144626791620728
61,0.8219438295517432
62,0.8174215077605321
63,0.8133944229707344
64,0.8099752202643171
65,0.8194651884700666
66,0.8107567867036012
67,0.8121571900826446
68,0.8113966923925027
69,0.8134957435046988
70,0.8153373961218836
71,0.8184516289342904
72,0.8218662251655628
73,0.8139820796460177
74,0.8009193388429752
75,0.7940033039647577
76,0.8029710743801652
77,0.8191417266187051
78,0.8137684065934067
79,0.8104780487804878
80,0.8102212004405286
81,0.8060554515418501
82,0.8245630615640598
83,0.8187041551246538
84,0.802494306246545
85,0.8228603993344425
86,0.8136443213296398
87,0.8010023770038696
88,0.8155725068870523
89,0.8121264867841409
90,0.7994503040353786
91,0.80265
92,0.7996378109452738
93,0.7911
94,0.8085011570247933
95,0.785400496414782
96,0.8001445983379502
97,0.7775522890237175
98,0.802142105263158
99,0.8049413223140496
100,0.7983029850746269
