round,AUC
1,0.7878124378109453
2,0.7563500000000001
3,0.8010202433628318
4,0.77645
5,0.7677
6,0.7683984478935699
7,0.7754
8,0.7668984478935699
9,0.7812938257993385
10,0.7604313432835821
11,0.7617844284925456
12,0.7856113573407202
13,0.7640430155210642
14,0.7604408061844286
15,0.7665986696230599
16,0.784813296398892
17,0.781181873278237
18,0.8183499999999999
19,0.7875725565985644
20,0.7875513558384063
21,0.7764845730027549
22,0.7549493097736059
23,0.7502965764770845
24,0.7980692180616741
25,0.7744085872576176
26,0.7829001660210293
27,0.7954835920177383
28,0.7508705687465488
29,0.7598093126385809
30,0.7771672176308541
31,0.7499535615681944
32,0.7693094182825484
33,0.7971583195135434
34,0.7552565410199557
35,0.7852827643171806
36,0.7868312775330397
37,0.7830531820697288
38,0.7721485334809075
39,0.7509883527454244
40,0.7668595567867037
41,0.786020704845815
42,0.7518532338308458
43,0.76235
44,0.7466069022639426
45,0.7806161862527716
46,0.7720953642384106
47,0.7519384359400998
48,0.7870794603524228
49,0.7824333333333333
50,0.7796066115702479
51,0.7714870860927152
52,0.7445003313086692
53,0.7848567805953693
54,0.8014675900277007
55,0.7862600882028665
56,0.7801247382920109
57,0.7805749445676275
58,0.7458015461071231
59,0.7797193388429752
60,0.7715501928374655
61,0.775175303197354
62,0.7826084577114427
63,0.7959048645660586
64,0.7837477973568282
65,0.75535
66,0.7867478935698449
67,0.793855223880597
68,0.77925
69,0.7861329295154186
70,0.7702758278145695
71,0.7911654314159291
72,0.777687134180011
73,0.7390626865671642
74,0.7845971885336275
75,0.7740462686567164
76,0.7722
77,0.7901706305309734
78,0.7894061359867329
79,0.7760374376039932
80,0.7936240997229917
81,0.7847444933920705
82,0.7757008854454898
83,0.7803445676274946
84,0.7534000000000001
85,0.7921714681440445
86,0.7695500000000001
87,0.7808106394707828
88,0.7603049861495845
89,0.7668171995589858
90,0.7621939327082184
91,0.7657582920110193
92,0.75065
93,0.7674724214009928
94,0.760891059602649
95,0.7806675331858407
96,0.7774229707344009
97,0.7408374376039933
98,0.7899689750692519
99,0.7626582920110193
100,0.7716848585690516
