round,loss
1,0.5581057465871408
2,0.5450793426061933
3,0.5429536275809784
4,0.5424848118974194
5,0.5423163167011049
6,0.5421690116861625
7,0.5419956960296283
8,0.5417986821394379
9,0.5415871742386972
10,0.5413685055203289
11,0.541147335553743
12,0.5409263706658576
13,0.5407071066923843
14,0.5404903416999908
15,0.5402764882167428
16,0.5400657523401348
17,0.5398582327039423
18,0.5396539735007014
19,0.5394529919757935
20,0.5392552921049287
21,0.5390608710047943
22,0.5388697216636041
23,0.5386818339120338
24,0.538497194633242
25,0.5383157877093534
26,0.5381375939348634
27,0.5379625909896173
28,0.537790753496188
29,0.537622053155797
30,0.5374564589453449
31,0.5372939373558504
32,0.5371344526544796
33,0.5369779671556993
34,0.5368244414906517
35,0.5366738348670235
36,0.5365261053143041
37,0.5363812099113731
38,0.5362391049948682
39,0.5360997463478965
40,0.535963089369395
41,0.5358290892249585
42,0.5356977009802556
43,0.5355688797183198
44,0.5354425806420853
45,0.535318759163525
46,0.5351973709807201
47,0.5350783721441154
48,0.5349617191131288
49,0.5348473688041949
50,0.534735278631223
51,0.5346254065393584
52,0.5345177110328483
53,0.5344121511977277
54,0.5343086867199636
55,0.5342072778996283
56,0.5341078856616032
57,0.5340104715632624
58,0.5339149977995291
59,0.5338214272056521
60,0.5337297232580148
61,0.5336398500732368
62,0.5335517724058179
63,0.5334654556445231
64,0.5333808658076987
65,0.5332979695376752
66,0.5332167340944027
67,0.5331371273484387
68,0.5330591177733971
69,0.5329826744379532
70,0.5329077669974879
71,0.5328343656854395
72,0.5327624413044301
73,0.532691965217218
74,0.5326229093375241
75,0.5325552461207742
76,0.5324889485547905
77,0.5324239901504663
78,0.5323603449324471
79,0.5322979874298417
80,0.5322368926669848
81,0.5321770361542637
82,0.5321183938790279
83,0.5320609422965887
84,0.5320046583213229
85,0.5319495193178866
86,0.5318955030925449
87,0.5318425878846282
88,0.5317907523581127
89,0.5317399755933339
90,0.5316902370788325
91,0.5316415167033389
92,0.5315937947478907
93,0.5315470518780909
94,0.5315012691365051
95,0.5314564279351928
96,0.5314125100483812
97,0.5313694976052733
98,0.5313273730829916
99,0.5312861192996587
100,0.5312457194076098
