round,accuracy
1,0.7474226804123711
2,0.7480114891736632
3,0.7479010163499779
4,0.7475695978789217
5,0.746464869642068
6,0.7467962881131242
7,0.7467962881131242
8,0.7471277065841803
9,0.746464869642068
10,0.746464869642068
11,0.7467962881131242
12,0.7471277065841803
13,0.7462439239946973
14,0.746464869642068
15,0.7461334511710119
16,0.7461334511710119
17,0.7461334511710119
18,0.7458020326999558
19,0.7458020326999558
20,0.7454706142288997
21,0.7456915598762704
22,0.7461334511710119
23,0.7461334511710119
24,0.7463543968183827
25,0.7466858152894388
26,0.7466858152894388
27,0.7463543968183827
28,0.7462439239946973
29,0.7460229783473266
30,0.7446973044631021
31,0.7446973044631021
32,0.7451391957578436
33,0.7449182501104729
34,0.7451391957578436
35,0.7442554131683606
36,0.7449182501104729
37,0.7446973044631021
38,0.7446973044631021
39,0.7445868316394167
40,0.7440344675209898
41,0.7441449403446753
42,0.7441449403446753
43,0.743813521873619
44,0.7434821034025629
45,0.7437030490499337
46,0.7437030490499337
47,0.7428192664604507
48,0.7428192664604507
49,0.7428192664604507
50,0.7422669023420239
51,0.7416040653999116
52,0.7416040653999116
53,0.7416040653999116
54,0.7418250110472824
55,0.741714538223597
56,0.741714538223597
57,0.7406098099867433
58,0.7406098099867433
59,0.7406098099867433
60,0.7406098099867433
61,0.7406098099867433
62,0.7406098099867433
63,0.7406098099867433
64,0.7397260273972602
65,0.7395050817498895
66,0.7395050817498895
67,0.7395050817498895
68,0.7395050817498895
69,0.7389527176314626
70,0.7395050817498895
71,0.7397260273972602
72,0.7397260273972602
73,0.7397260273972602
74,0.7397260273972602
75,0.7392841361025188
76,0.7392841361025188
77,0.7392841361025188
78,0.7386212991604065
79,0.7386212991604065
80,0.7386212991604065
81,0.7386212991604065
82,0.7386212991604065
83,0.7385108263367212
84,0.7385108263367212
85,0.7385108263367212
86,0.7385108263367212
87,0.7385108263367212
88,0.7385108263367212
89,0.7385108263367212
90,0.7388422448077773
91,0.7388422448077773
92,0.7388422448077773
93,0.7388422448077773
94,0.7387317719840919
95,0.7387317719840919
96,0.7387317719840919
97,0.7387317719840919
98,0.7387317719840919
99,0.7387317719840919
100,0.7387317719840919
