round,AUC
1,0.7881063736263736
2,0.7887383084577115
3,0.5152825248070562
4,0.806922546857773
5,0.57355
6,0.5267999999999999
7,0.47936563876651983
8,0.701930376940133
9,0.3631690436705362
10,0.7080171978021979
11,0.5082946902654867
12,0.7793331863285556
13,0.5256000000000001
14,0.7909534845132744
15,0.7684312568908489
16,0.7700880597014926
17,0.7975184079601989
18,0.8000229878721059
19,0.768362313226342
20,0.5375745152354571
21,0.5228691542288557
22,0.8102452328159646
23,0.8117204958677686
24,0.8036103161397671
25,0.7663381374722837
26,0.49638402432283035
27,0.5353382271468144
28,0.5138927783902977
29,0.8094725457570716
30,0.8032267255659856
31,0.8038093178036606
32,0.8145520199225236
33,0.49568197353914
34,0.6547774958632101
35,0.47098761013215856
36,0.6732739922694644
37,0.6210066740209598
38,0.6745774104683195
39,0.7861543995572773
40,0.7377087748344371
41,0.7443851687880465
42,0.8092720596355605
43,0.7885327633756205
44,0.5592850220264318
45,0.7966481994459834
46,0.54935
47,0.4989241569928137
48,0.8119511025358325
49,0.80215
50,0.7611419105466593
51,0.7668347252747253
52,0.8268053097345133
53,0.5541566611387506
54,0.820095796460177
55,0.8144191135734071
56,0.815349445676275
57,0.8141498067366095
58,0.8061330376940133
59,0.7690197905181918
60,0.8040023294509151
61,0.8113499999999999
62,0.773370066518847
63,0.8114181115405853
64,0.7612720620842572
65,0.7915884361233482
66,0.8097494456762749
67,0.7938744505494505
68,0.8117928097345132
69,0.8082908890115957
70,0.7651707317073171
71,0.8275517470881864
72,0.47907401879491435
73,0.8270521212121212
74,0.8303046589018303
75,0.8143771618625276
76,0.8095247382920111
77,0.7544685399449036
78,0.805152739346984
79,0.7649270509977827
80,0.7787215077605322
81,0.7915574279379157
82,0.7908300110132159
83,0.560424376731302
84,0.7733511013215859
85,0.5333158098396904
86,0.7237630446773304
87,0.8184013850415512
88,0.8062237831858406
89,0.79515
90,0.8065427940364439
91,0.8011643843180563
92,0.8213573561946902
93,0.8176614958448752
94,0.7933612493090106
95,0.792019173553719
96,0.8008656008820286
97,0.7777
98,0.7531948760330579
99,0.8055198456449836
100,0.79965
