round,AUC
1,0.8131191135734072
2,0.80765
3,0.8148506043956044
4,0.8367455451023796
5,0.8389546158098398
6,0.8240656749311295
7,0.8529
8,0.8316386990077177
9,0.8229162534435263
10,0.8307500000000001
11,0.8130612368856985
12,0.8315963105726871
13,0.8464090105030404
14,0.8301401982378854
15,0.8314964523281597
16,0.8277785357737105
17,0.8208625895316805
18,0.8263168967421314
19,0.8122982417582417
20,0.8337600220264317
21,0.848592243767313
22,0.8293760399334441
23,0.8116921038100497
24,0.8386460431654675
25,0.8528999999999999
26,0.8236804191947049
27,0.8125963736263737
28,0.8431082918739635
29,0.8360945766463753
30,0.8191534615384616
31,0.8204862107004964
32,0.8271717199558987
33,0.8263920177383592
34,0.8270390581717452
35,0.8261958609271522
36,0.8265773710482529
37,0.8404279778393351
38,0.8361086235489221
39,0.8313436635307138
40,0.8171228099173555
41,0.810000607399227
42,0.825777537437604
43,0.8241695148842338
44,0.8247763727121465
45,0.8280542936288088
46,0.8349080154781647
47,0.8166634456101601
48,0.8128575274725276
49,0.8412956858407079
50,0.8128856591285163
51,0.8293425013835086
52,0.8083679889807162
53,0.818808870523416
54,0.814422252898951
55,0.8220886917960089
56,0.8328093421779988
57,0.8392452986725665
58,0.8161499999999999
59,0.8218144273127753
60,0.8446527101769911
61,0.8259306718061674
62,0.80815
63,0.8311523704520396
64,0.8144
65,0.8078404853833425
66,0.82795909342178
67,0.8227152354570637
68,0.8419547013274336
69,0.8107409718387631
70,0.8215524046434495
71,0.8011710743801653
72,0.8185294900221729
73,0.8129333149476006
74,0.8361500000000001
75,0.7982406043956044
76,0.8175039800995025
77,0.80405
78,0.8131368798235942
79,0.8319940265486725
80,0.8227445676274946
81,0.7969027548209365
82,0.8123096418732781
83,0.824842280022136
84,0.8004850137741047
85,0.802232268722467
86,0.8091613774104683
87,0.8141842572062085
88,0.8094302646085999
89,0.8111
90,0.7983117516629711
91,0.8092999999999999
92,0.8072382028665932
93,0.8288943584070797
94,0.8103388059701493
95,0.8128972466960351
96,0.8019312775330396
97,0.801474875759249
98,0.8325293628808863
99,0.821252077562327
100,0.822895517432208
