round,accuracy
1,0.744365885992046
2,0.7424878479893946
3,0.7382898806893504
4,0.735528060097216
5,0.7346442775077331
6,0.7342023862129916
7,0.7339814405656209
8,0.7342023862129916
9,0.7335395492708794
10,0.7315510384445426
11,0.7313300927971719
12,0.7315510384445426
13,0.7315510384445426
14,0.7313300927971719
15,0.731661511268228
16,0.731661511268228
17,0.7313300927971719
18,0.7311091471498011
19,0.7309986743261158
20,0.7313300927971719
21,0.731661511268228
22,0.7319929297392841
23,0.7318824569155987
24,0.731661511268228
25,0.7318824569155987
26,0.7318824569155987
27,0.7319929297392841
28,0.7321034025629695
29,0.731661511268228
30,0.731661511268228
31,0.7317719840919134
32,0.7318824569155987
33,0.7322138753866548
34,0.7324348210340257
35,0.7323243482103402
36,0.7322138753866548
37,0.7322138753866548
38,0.7322138753866548
39,0.732545293857711
40,0.7328767123287672
41,0.7326557666813964
42,0.7326557666813964
43,0.7329871851524525
44,0.7329871851524525
45,0.7330976579761379
46,0.7330976579761379
47,0.7330976579761379
48,0.7328767123287672
49,0.7328767123287672
50,0.7330976579761379
51,0.7330976579761379
52,0.7329871851524525
53,0.7329871851524525
54,0.7329871851524525
55,0.7329871851524525
56,0.7329871851524525
57,0.7327662395050818
58,0.732545293857711
59,0.7326557666813964
60,0.7326557666813964
61,0.7323243482103402
62,0.7326557666813964
63,0.7329871851524525
64,0.7329871851524525
65,0.7329871851524525
66,0.7330976579761379
67,0.7330976579761379
68,0.7333186036235086
69,0.733429076447194
70,0.7335395492708794
71,0.7335395492708794
72,0.7342023862129916
73,0.7342023862129916
74,0.7342023862129916
75,0.7342023862129916
76,0.7342023862129916
77,0.734312859036677
78,0.7344233318603623
79,0.7344233318603623
80,0.7344233318603623
81,0.7344233318603623
82,0.7345338046840477
83,0.7347547503314185
84,0.7347547503314185
85,0.7347547503314185
86,0.7348652231551038
87,0.7348652231551038
88,0.7348652231551038
89,0.7348652231551038
90,0.7349756959787892
91,0.7350861688024746
92,0.7350861688024746
93,0.7350861688024746
94,0.7354175872735307
95,0.7351966416261599
96,0.7351966416261599
97,0.7348652231551038
98,0.7348652231551038
99,0.7348652231551038
100,0.7348652231551038
