round,accuracy
1,0.7495854063018242
2,0.7311529933481153
3,0.7366096079514081
4,0.7505555555555555
5,0.7672222222222222
6,0.7772853185595567
7,0.7645107794361525
8,0.7665929203539823
9,0.7729281767955801
10,0.7777161862527716
11,0.7675824175824176
12,0.7828729281767955
13,0.7544345898004434
14,0.7905181918412348
15,0.7850055126791621
16,0.76697956929873
17,0.7822491730981257
18,0.7583148558758315
19,0.7803660565723793
20,0.797566371681416
21,0.7686361126449476
22,0.775206611570248
23,0.7716186252771619
24,0.7888643880926131
25,0.7808370044052864
26,0.7846916299559471
27,0.7625344352617079
28,0.761746821448314
29,0.7663911845730027
30,0.7800441014332966
31,0.7668136714443219
32,0.7651598676957001
33,0.774423710208562
34,0.7772853185595567
35,0.7622996130458817
36,0.7645429362880887
37,0.7765486725663717
38,0.7704646017699115
39,0.7763085399449036
40,0.7600661886376172
41,0.7498619547211486
42,0.7592286501377411
43,0.7777777777777778
44,0.754016620498615
45,0.7585071350164654
46,0.7380033094318809
47,0.7601108033240997
48,0.7641873278236915
49,0.7247252747252747
50,0.747642817526345
51,0.765616362631288
52,0.7466666666666667
53,0.756786703601108
54,0.7494456762749445
55,0.7533112582781457
56,0.7618522601984564
57,0.7557883131201764
58,0.7444812362030905
59,0.7502756339581036
60,0.7584300718629077
61,0.7465488680287135
62,0.7421487603305785
63,0.7672222222222222
64,0.7610864745011087
65,0.7498619547211486
66,0.7761852260198456
67,0.7468284611141754
68,0.7466740576496674
69,0.7700386954118298
70,0.75787728026534
71,0.7498619547211486
72,0.7522075055187638
73,0.7366391184573002
74,0.7501378929950359
75,0.7523493642896628
76,0.7559622850804215
77,0.7524807056229328
78,0.7554945054945055
79,0.7676211453744494
80,0.7400221729490022
81,0.7435046987285793
82,0.7482014388489209
83,0.7350332594235033
84,0.7473742399115534
85,0.7828729281767955
86,0.7562051847766134
87,0.7327823691460055
88,0.7434065934065934
89,0.7556661138750691
90,0.7423991155334438
91,0.7527716186252772
92,0.7493112947658402
93,0.7515151515151515
94,0.7638580931263859
95,0.7637362637362637
96,0.7423991155334438
97,0.7799889441680486
98,0.7433481152993349
99,0.7767313019390581
100,0.7642501383508578
