round,accuracy
1,0.735528060097216
2,0.7469067609368095
3,0.7414935925762263
4,0.7454706142288997
5,0.7454706142288997
6,0.7409412284577994
7,0.7409412284577994
8,0.7420459566946531
9,0.7423773751657092
10,0.7429297392841361
11,0.7409412284577994
12,0.7407202828104287
13,0.7422669023420239
14,0.7410517012814848
15,0.7414935925762263
16,0.7376270437472382
17,0.7333186036235086
18,0.7333186036235086
19,0.7303358373840035
20,0.7258064516129032
21,0.7248121961997349
22,0.7248121961997349
23,0.7248121961997349
24,0.7241493592576226
25,0.7169686257180734
26,0.7169686257180734
27,0.7169686257180734
28,0.7173000441891295
29,0.7116659301811754
30,0.7112240388864339
31,0.7112240388864339
32,0.7112240388864339
33,0.7122182942996023
34,0.7122182942996023
35,0.7122182942996023
36,0.7077993813521873
37,0.7069155987627044
38,0.7071365444100751
39,0.7071365444100751
40,0.7085726911179849
41,0.7085726911179849
42,0.7085726911179849
43,0.7085726911179849
44,0.7085726911179849
45,0.7085726911179849
46,0.709456473707468
47,0.709456473707468
48,0.709456473707468
49,0.709456473707468
50,0.709456473707468
51,0.709456473707468
52,0.7084622182942996
53,0.7084622182942996
54,0.7084622182942996
55,0.7084622182942996
56,0.7084622182942996
57,0.7084622182942996
58,0.7092355280600973
59,0.7092355280600973
60,0.7092355280600973
61,0.7092355280600973
62,0.7092355280600973
63,0.7092355280600973
64,0.7092355280600973
65,0.7081307998232435
66,0.7081307998232435
67,0.7081307998232435
68,0.7081307998232435
69,0.7081307998232435
70,0.7081307998232435
71,0.7081307998232435
72,0.7081307998232435
73,0.7081307998232435
74,0.7081307998232435
75,0.7081307998232435
76,0.707688908528502
77,0.707688908528502
78,0.707688908528502
79,0.707688908528502
80,0.707688908528502
81,0.7077993813521873
82,0.7077993813521873
83,0.7077993813521873
84,0.7077993813521873
85,0.7077993813521873
86,0.7077993813521873
87,0.7077993813521873
88,0.7077993813521873
89,0.7077993813521873
90,0.7077993813521873
91,0.7077993813521873
92,0.7077993813521873
93,0.7077993813521873
94,0.7077993813521873
95,0.7084622182942996
96,0.7084622182942996
97,0.7084622182942996
98,0.7084622182942996
99,0.7084622182942996
100,0.7084622182942996
