round,accuracy
1,0.7613009922822491
2,0.7377139701822197
3,0.7450440528634361
4,0.7366096079514081
5,0.7723263506063948
6,0.7589630446773304
7,0.7329639889196676
8,0.7370165745856354
9,0.7409872434830838
10,0.7599557522123894
11,0.7454242928452579
12,0.6383682469680264
13,0.7709251101321586
14,0.769358407079646
15,0.7885146327995582
16,0.762114537444934
17,0.703622392974753
18,0.7626178591236827
19,0.7567567567567568
20,0.7752747252747253
21,0.7554076539101497
22,0.7780231916068471
23,0.7779614325068871
24,0.7420965058236273
25,0.7526286662977311
26,0.7650303364589078
27,0.7688913403199118
28,0.7462603878116344
29,0.7805953693495039
30,0.7598012147984539
31,0.7588888888888888
32,0.7654867256637168
33,0.7714285714285715
34,0.6043956043956044
35,0.7714443829551744
36,0.7621412803532008
37,0.7466887417218543
38,0.621978021978022
39,0.7644124168514412
40,0.7793141592920354
41,0.7589828634604754
42,0.7645107794361525
43,0.754016620498615
44,0.626101321585903
45,0.7838584853510226
46,0.7649667405764967
47,0.631695196024296
48,0.7440574903261471
49,0.7653569452130603
50,0.77
51,0.7841726618705036
52,0.7697404748757593
53,0.7638274336283186
54,0.7972299168975069
55,0.7753182069728832
56,0.7538716814159292
57,0.7738359201773836
58,0.7839779005524862
59,0.7682522123893806
60,0.5824175824175825
61,0.7799334811529933
62,0.7562189054726368
63,0.7763085399449036
64,0.7744444444444445
65,0.780852241283896
66,0.7192498621070049
67,0.623964660408614
68,0.7290858725761773
69,0.7304299889746417
70,0.6708930540242558
71,0.7494456762749445
72,0.7093406593406594
73,0.6564215148188803
74,0.7750138197899392
75,0.6521499448732084
76,0.771570796460177
77,0.7774710104914412
78,0.6161894273127754
79,0.7731558513588463
80,0.7089305402425579
81,0.7852015461071231
82,0.7214561500275786
83,0.6536343612334802
84,0.7739612188365651
85,0.7566079295154186
86,0.7679162072767365
87,0.7737104825291181
88,0.7203530060672918
89,0.6674008810572687
90,0.6677685950413224
91,0.6696035242290749
92,0.7552486187845304
93,0.7275234418091561
94,0.7341072415699281
95,0.7753182069728832
96,0.7758716104039846
97,0.7263681592039801
98,0.754007739082366
99,0.6857772877618522
100,0.7230769230769231
