round,AUC
1,0.777801381978994
2,0.8332548922056384
3,0.8276018794914318
4,0.7853537190082645
5,0.829183296582139
6,0.82095
7,0.8120146341463416
8,0.8037326923076924
9,0.8239756232686981
10,0.8201525790349417
11,0.8317769273127753
12,0.8234154228855722
13,0.8399168975069252
14,0.8320572062084257
15,0.8309093126385809
16,0.8288554016620497
17,0.8171190187431092
18,0.8017493649917173
19,0.8025494189263973
20,0.8316458791208791
21,0.8259351800554017
22,0.8263585365853658
23,0.84735
24,0.8394856670341786
25,0.8078371349862259
26,0.7970926007730536
27,0.8083534368070954
28,0.8252582642343836
29,0.8315077943615257
30,0.8211356593406595
31,0.8128562189054725
32,0.7873068736141907
33,0.8235405286343612
34,0.803675702479339
35,0.7975999999999999
36,0.7909396361631753
37,0.8114123825317855
38,0.8045937741046832
39,0.8183800995024875
40,0.8206791044776119
41,0.8212527533039647
42,0.8242559425096738
43,0.7963124168514412
44,0.8105666666666665
45,0.8104308669243512
46,0.8180094527363185
47,0.8068314743235782
48,0.8024248758963044
49,0.8321379823594267
50,0.7919
51,0.788702258953168
52,0.8023163997791275
53,0.8117772527472528
54,0.8006079382579934
55,0.7823731707317072
56,0.794
57,0.7944580698835275
58,0.8106292857142857
59,0.8157154228855721
60,0.7960272225289895
61,0.8163418282548477
62,0.8102307142857142
63,0.7865
64,0.7882490909090909
65,0.8062506917542889
66,0.7915999999999999
67,0.7956855875831486
68,0.8136728524229074
69,0.7962316804407713
70,0.8001209508015478
71,0.7993251247920132
72,0.8063817174515235
73,0.7790504395604395
74,0.8162563606194689
75,0.8008171538885824
76,0.7898321131447587
77,0.7969594490358127
78,0.7666774157923799
79,0.7993361831218975
80,0.7747672004417449
81,0.8130306043956045
82,0.823769303097345
83,0.7856806988352746
84,0.8143778393351802
85,0.7945811529933481
86,0.8091490315439955
87,0.7917684152401988
88,0.8040303748621831
89,0.7910916068470459
90,0.8248756622516557
91,0.7745733924611973
92,0.7734243902439024
93,0.83974592061742
94,0.8015380188157167
95,0.8041307820299501
96,0.7965645232815965
97,0.8204106688778331
98,0.8073503854625551
99,0.8270626659292035
100,0.8123168781025925
