round,AUC
1,0.772527618522602
2,0.7937387631143015
3,0.8132708930540242
4,0.7907859193815572
5,0.822905540166205
6,0.8029270374449339
7,0.8148135060639471
8,0.8091228350799778
9,0.8081552197802198
10,0.814040997229917
11,0.8039500000000002
12,0.8179104740904081
13,0.823658651188502
14,0.8077601108033241
15,0.8150452092511014
16,0.8104
17,0.8194402533039649
18,0.8186999999999999
19,0.819239734366353
20,0.8064390082644628
21,0.8281999999999999
22,0.8278054726368159
23,0.8209587617468214
24,0.8280423907028224
25,0.8109714049586777
26,0.8189029265599116
27,0.7919691796008869
28,0.7832
29,0.805675261707989
30,0.8135115405853119
31,0.8105550580431178
32,0.8246
33,0.8076194029850745
34,0.8038444077134987
35,0.8071361419068737
36,0.8079099999999999
37,0.8093772026431719
38,0.820808181315644
39,0.8055511885019347
40,0.8074121978021978
41,0.8152242959690779
42,0.8206851769911505
43,0.8062933481152994
44,0.8213717138103162
45,0.7972964147821291
46,0.827643639380531
47,0.7989111663902709
48,0.8055702315325248
49,0.8036945454545454
50,0.7862068870523414
51,0.8140258278145694
52,0.8167628996692392
53,0.8119046255506608
54,0.7953149862258954
55,0.8161499999999999
56,0.8027
57,0.8138412742382272
58,0.8141035792951542
59,0.8307941371681417
60,0.8129098568281937
61,0.812956718061674
62,0.8105058920704846
63,0.8075686980609418
64,0.7951757040309222
65,0.7872173576561636
66,0.7987095604395604
67,0.795379104477612
68,0.7985515184980674
69,0.7923023076923077
70,0.7799818532818532
71,0.7924930348258707
72,0.8044656509695292
73,0.7934509090909091
74,0.7982616362631288
75,0.798658956043956
76,0.7750959183673469
77,0.7685050193050192
78,0.790099173553719
79,0.8027800554016621
80,0.8268431969026548
81,0.8118326123128119
82,0.803266096079514
83,0.7997885698509112
84,0.801335229155163
85,0.8052288088642658
86,0.8031265927977839
87,0.7798184035476718
88,0.7891138292011018
89,0.7957610281923715
90,0.8140272878535775
91,0.7674500000000001
92,0.8014207756232686
93,0.7966594146880176
94,0.8027900881057267
95,0.7952482587064676
96,0.8006960352422907
97,0.7894273631840796
98,0.7927221606648199
99,0.7832237250554324
100,0.794080066261734
