round,accuracy
1,0.7480705622932745
2,0.7377139701822197
3,0.7684674751929438
4,0.7719491993373827
5,0.7822714681440444
6,0.7824889867841409
7,0.7965821389195149
8,0.7777164920022063
9,0.7824175824175824
10,0.7678670360110803
11,0.7755214050493963
12,0.7954796030871003
13,0.7976782752902156
14,0.7734072022160665
15,0.776431718061674
16,0.783205268935236
17,0.7830396475770925
18,0.78
19,0.7885998893193138
20,0.7757575757575758
21,0.8066298342541437
22,0.802653399668325
23,0.798783858485351
24,0.7924737133370227
25,0.7796143250688705
26,0.7824406405300939
27,0.7544345898004434
28,0.754424778761062
29,0.7796143250688705
30,0.7813362782992822
31,0.7722498618021006
32,0.7939226519337017
33,0.7705914870093975
34,0.7790633608815427
35,0.7721729490022173
36,0.7813186813186813
37,0.7758810572687225
38,0.8004422332780542
39,0.7678275290215588
40,0.7796703296703297
41,0.7863059083379348
42,0.7898230088495575
43,0.7754988913525499
44,0.7809206877426511
45,0.7666850523993382
46,0.7936946902654868
47,0.761746821448314
48,0.7734288864388092
49,0.7790633608815427
50,0.7625344352617079
51,0.7853200883002207
52,0.7943770672546858
53,0.7742290748898678
54,0.7548209366391184
55,0.7944751381215469
56,0.7561111111111111
57,0.7911357340720222
58,0.7990088105726872
59,0.7981194690265486
60,0.7863436123348018
61,0.7973568281938326
62,0.7946035242290749
63,0.7662049861495844
64,0.7609055770292656
65,0.7589828634604754
66,0.7769230769230769
67,0.7744610281923715
68,0.7614577581446714
69,0.7747252747252747
70,0.7523441809156095
71,0.7728026533996684
72,0.7645429362880887
73,0.7730027548209366
74,0.7827529021558872
75,0.7785714285714286
76,0.7495863210148924
77,0.7418643132928847
78,0.768595041322314
79,0.7662049861495844
80,0.8019911504424779
81,0.7775929007210205
82,0.7725013804527885
83,0.7713970182219768
84,0.76697956929873
85,0.7789473684210526
86,0.7811634349030471
87,0.7427937915742794
88,0.771900826446281
89,0.7860696517412935
90,0.7770382695507487
91,0.7422566371681416
92,0.7700831024930748
93,0.7658752070679182
94,0.7714757709251101
95,0.7672747374239911
96,0.7720264317180616
97,0.7628524046434494
98,0.7750692520775623
99,0.7638580931263859
100,0.7664273881833241
