round,loss
1,0.5916294649767817
2,0.5523358564935412
3,0.5498348306119799
4,0.5486925231815589
5,0.5479834777956734
6,0.5474452270645629
7,0.5469883679369055
8,0.5465781829513222
9,0.5461991281934598
10,0.5458431258223749
11,0.5455053385376867
12,0.5451825083288941
13,0.5448722473445375
14,0.5445727085779578
15,0.5442824179536738
16,0.5440001791585415
17,0.5437250133864713
18,0.543456117174372
19,0.54319283055479
20,0.5429346117660981
21,0.5426810165843671
22,0.5424316811867954
23,0.5421863078602381
24,0.5419446530705205
25,0.5417065175181619
26,0.5414717378735134
27,0.5412401799315585
28,0.5410117329637056
29,0.5407863050751311
30,0.540563819403437
31,0.540344211018346
32,0.5401274244032471
33,0.5399134114178508
34,0.5397021296572208
35,0.539493541136255
36,0.539287611240466
37,0.5390843078939518
38,0.5388836009038918
39,0.5386854614480324
40,0.5384898616775647
41,0.5382967744127638
42,0.5381061729128757
43,0.537918030705153
44,0.5377323214607471
45,0.5375490189074991
46,0.5373680967715622
47,0.537189528741363
48,0.5370132884486776
49,0.5368393494626474
50,0.5366676852934059
51,0.5364982694026758
52,0.5363310752192589
53,0.5361660761577882
54,0.5360032456394791
55,0.5358425571139057
56,0.5356839840810677
57,0.535527500113191
58,0.535373078875865
59,0.5352206941482252
60,0.5350703198419878
61,0.5349219300192155
62,0.5347754989087423
63,0.5346310009212351
64,0.5344884106628961
65,0.534347702947834
66,0.5342088528091512
67,0.534071835508805
68,0.5339366265463058
69,0.5338032016663232
70,0.5336715368652717
71,0.5335416083969479
72,0.5334133927772895
73,0.5332868667883249
74,0.5331620074813822
75,0.5330387921796164
76,0.532917198479918
77,0.5327972042542575
78,0.5326787876505168
79,0.5325619270928609
80,0.5324466012816879
81,0.5323327891932054
82,0.5322204700786687
83,0.5321096234633159
84,0.5320002291450339
85,0.5318922671927837
86,0.5317857179448119
87,0.5316805620066744
88,0.5315767802490938
89,0.5314743538056708
90,0.5313732640704688
91,0.5312734926954886
92,0.5311750215880477
93,0.5310778329080788
94,0.5309819090653591
95,0.5308872327166834
96,0.5307937867629894
97,0.5307015543464452
98,0.5306105188475068
99,0.5305206638819534
100,0.5304319732979087
