round,accuracy
1,0.7480114891736632
2,0.7477905435262925
3,0.7483429076447194
4,0.7486743261157756
5,0.747348652231551
6,0.7467962881131242
7,0.746464869642068
8,0.7462439239946973
9,0.7466858152894388
10,0.7462439239946973
11,0.7462439239946973
12,0.7458020326999558
13,0.7453601414052143
14,0.7455810870525851
15,0.7455810870525851
16,0.7454706142288997
17,0.7453601414052143
18,0.7450287229341582
19,0.7455810870525851
20,0.745249668581529
21,0.745249668581529
22,0.7453601414052143
23,0.7450287229341582
24,0.7446973044631021
25,0.7446973044631021
26,0.744365885992046
27,0.7442554131683606
28,0.743813521873619
29,0.7442554131683606
30,0.7439239946973044
31,0.7432611577551922
32,0.7433716305788776
33,0.7432611577551922
34,0.7428192664604507
35,0.7421564295183385
36,0.7424878479893946
37,0.7424878479893946
38,0.7421564295183385
39,0.7421564295183385
40,0.7419354838709677
41,0.7414935925762263
42,0.7414935925762263
43,0.7416040653999116
44,0.7421564295183385
45,0.7416040653999116
46,0.7414935925762263
47,0.7414935925762263
48,0.7411621741051702
49,0.7411621741051702
50,0.7410517012814848
51,0.7412726469288555
52,0.7409412284577994
53,0.7413831197525409
54,0.7414935925762263
55,0.7413831197525409
56,0.7406098099867433
57,0.7403888643393726
58,0.7403888643393726
59,0.7403888643393726
60,0.7403888643393726
61,0.7403888643393726
62,0.7404993371630579
63,0.7404993371630579
64,0.7404993371630579
65,0.7406098099867433
66,0.7401679186920017
67,0.7401679186920017
68,0.7400574458683163
69,0.7400574458683163
70,0.739946973044631
71,0.739946973044631
72,0.7401679186920017
73,0.7396155545735749
74,0.739946973044631
75,0.739946973044631
76,0.7400574458683163
77,0.739946973044631
78,0.739946973044631
79,0.7400574458683163
80,0.7401679186920017
81,0.7401679186920017
82,0.7398365002209456
83,0.739946973044631
84,0.7398365002209456
85,0.7398365002209456
86,0.7401679186920017
87,0.7401679186920017
88,0.7401679186920017
89,0.7395050817498895
90,0.7395050817498895
91,0.7395050817498895
92,0.7395050817498895
93,0.7395050817498895
94,0.7396155545735749
95,0.7398365002209456
96,0.7397260273972602
97,0.7397260273972602
98,0.7397260273972602
99,0.7398365002209456
100,0.739946973044631
