round,loss
1,0.5554412772019285
2,0.5198224382919387
3,0.5110781514886403
4,0.508164469833073
5,0.5073863347174007
6,0.5074103284700412
7,0.5077087822294157
8,0.5080657895203469
9,0.5083955790265263
10,0.508668680691914
11,0.5088799397741629
12,0.5090341367080613
13,0.5091394464623743
14,0.5092045204511962
15,0.5092372738051989
16,0.5092444740030108
17,0.509231694986954
18,0.5092034250008307
19,0.5091632263202793
20,0.5091138996744814
21,0.5090576333129395
22,0.50899612995583
23,0.5089307111028752
24,0.508862400847332
25,0.5087919922459145
26,0.5087200993613641
27,0.5086471977981899
28,0.5085736561324794
29,0.5084997602078172
30,0.5084257318809431
31,0.5083517434699598
32,0.5082779288860656
33,0.5082043922114641
34,0.5081312143133947
35,0.5080584579490252
36,0.5079861717108928
37,0.5079143930813549
38,0.5078431508019577
39,0.5077724667155705
40,0.5077023572022855
41,0.5076328343018499
42,0.5075639065937997
43,0.5074955798899242
44,0.5074278577810504
45,0.5073607420704525
46,0.5072942331187782
47,0.5072283301197111
48,0.507163031321227
49,0.5070983342039653
50,0.5070342356256657
51,0.5069707319386402
52,0.5069078190857321
53,0.5068454926790312
54,0.5067837480647046
55,0.5067225803765978
56,0.5066619845807067
57,0.506601955512197
58,0.5065424879063075
59,0.5064835764242142
60,0.5064252156747219
61,0.5063674002324879
62,0.5063101246533492
63,0.5062533834872247
64,0.5061971712889786
65,0.5061414826275599
66,0.50608631209369
67,0.5060316543063129
68,0.505977503917995
69,0.5059238556194319
70,0.5058707041431897
71,0.5058180442667947
72,0.5057658708152637
73,0.505714178663156
74,0.5056629627362152
75,0.5056122180126597
76,0.5055619395241705
77,0.5055121223566225
78,0.505462761650592
79,0.5054138526016774
80,0.5053653904606551
81,0.505317370533499
82,0.5052697881812812
83,0.5052226388199731
84,0.5051759179201614
85,0.5051296210066921
86,0.5050837436582555
87,0.5050382815069199
88,0.5049932302376238
89,0.504948585587634
90,0.504904343345976
91,0.504860499352842
92,0.5048170494989807
93,0.5047739897250737
94,0.504731316021103
95,0.5046890244257111
96,0.5046471110255548
97,0.5046055719546609
98,0.5045644033937774
99,0.50452360156973
100,0.5044831627547784
