round,AUC
1,0.729006578220011
2,0.7066277161862528
3,0.7070257142857143
4,0.6824695748205412
5,0.6888527885146328
6,0.7623930348258706
7,0.6916348258706468
8,0.7318499999999999
9,0.7659116768123961
10,0.701489850249584
11,0.7128047907488987
12,0.7651805066079296
13,0.7692
14,0.7206115299334811
15,0.6615004975124378
16,0.716832132963989
17,0.7604092971776425
18,0.7898747228381374
19,0.7456913498622589
20,0.712198131868132
21,0.7123
22,0.7515676405733187
23,0.7293381374722839
24,0.758985201546107
25,0.7401159203980099
26,0.7356870329670331
27,0.7859994472084024
28,0.7685445670159956
29,0.7097114853672004
30,0.7708115533443891
31,0.7127977949283352
32,0.7704665748898679
33,0.775162520729685
34,0.769265308370044
35,0.7736922822491732
36,0.7539480088495575
37,0.7422790171176146
38,0.7124328358208956
39,0.7046286031042129
40,0.7262969128996692
41,0.7700489784649365
42,0.769231363887355
43,0.7479892384105961
44,0.7064351739370514
45,0.7484119955776672
46,0.7504570484581498
47,0.7426499999999999
48,0.7101526315789474
49,0.7553085682697623
50,0.7087926829268293
51,0.7569199115044247
52,0.730343605292172
53,0.7249792243767313
54,0.7273091412742382
55,0.756569844789357
56,0.7627551246537397
57,0.6952753880266076
58,0.7384771428571429
59,0.7324487804878049
60,0.729700996126176
61,0.765546802646086
62,0.6905157427937916
63,0.7499581073602656
64,0.7482271074380166
65,0.7785253303964759
66,0.7298992837465564
67,0.7313157894736843
68,0.7233961815163253
69,0.7468431718061674
70,0.7815618522601985
71,0.7214514412416851
72,0.7195218836565097
73,0.6986064891846923
74,0.7698044776119404
75,0.6993326339039205
76,0.7618827719491993
77,0.7618993388429751
78,0.77955
79,0.7562405286343612
80,0.7819952459922609
81,0.7167
82,0.7542594908688434
83,0.7086970049916805
84,0.7442908791208791
85,0.7579960751796573
86,0.7525540675152186
87,0.7564345898004434
88,0.7753585446527012
89,0.7477770672546857
90,0.7722144278606965
91,0.7130853672004419
92,0.7379556473829201
93,0.7797499999999999
94,0.7739869806094183
95,0.7579657269209509
96,0.7459519624101713
97,0.741691129476584
98,0.7007643015521066
99,0.736057276736494
100,0.7612786069651741
