round,AUC
1,0.7459001652892562
2,0.7321552106430155
3,0.7610675482093663
4,0.7343288557213931
5,0.75345
6,0.7598320484581498
7,0.7709872105843439
8,0.7596451737451737
9,0.7651580947136564
10,0.7695485115766261
11,0.77925
12,0.756786567164179
13,0.7573
14,0.7535555862831859
15,0.7554541299559472
16,0.7579610682819383
17,0.775
18,0.7662973539140022
19,0.7431452986725664
20,0.7611322491730981
21,0.7656492537313432
22,0.7612500000000001
23,0.7601516804407713
24,0.7355218663721701
25,0.7298124378109452
26,0.7489852260198456
27,0.7654633608815428
28,0.7360167951541849
29,0.7577
30,0.75735
31,0.7367489560439561
32,0.7568216097023154
33,0.7485530837004406
34,0.7541043574186432
35,0.7666070953436808
36,0.7697
37,0.7526024390243903
38,0.7430581356867072
39,0.7425
40,0.7414416712783619
41,0.7425142148760332
42,0.7567564187327824
43,0.7405744903581266
44,0.7432010989010989
45,0.7719094182825484
46,0.7426947600661886
47,0.7487525124240751
48,0.7547707154742096
49,0.7428405629139073
50,0.7635997236042013
51,0.7493065855008301
52,0.7600401874310915
53,0.7396856043956045
54,0.7648404432132965
55,0.7714024875621891
56,0.763552401987852
57,0.7381426923076922
58,0.7484853994490358
59,0.7524693030973452
60,0.7620650469353948
61,0.7416980652294085
62,0.7596791299559471
63,0.7437359426681368
64,0.7273689977973569
65,0.7438760905577029
66,0.7545263858093125
67,0.7501538419016031
68,0.7352544548976203
69,0.766147922437673
70,0.7536058043117744
71,0.7259955898566705
72,0.736151796572692
73,0.7410551686014373
74,0.7677169154228856
75,0.7753500000000001
76,0.7689
77,0.7375216306156407
78,0.7573609055770293
79,0.7416999999999999
80,0.7507808791208792
81,0.7282761852260199
82,0.758795567867036
83,0.769480055401662
84,0.7334897026431718
85,0.7619025428413488
86,0.7433396121883656
87,0.7426101433296581
88,0.7433415512465373
89,0.74275
90,0.7477157427937915
91,0.7524996126175981
92,0.750802985074627
93,0.7357689578713968
94,0.7461303364589079
95,0.7694922437673131
96,0.739415821389195
97,0.7579155715074545
98,0.7520903634361233
99,0.7484080332409973
100,0.7659157111356119
