round,loss
1,0.5713987069874111
2,0.5587868988371965
3,0.5518676512533541
4,0.546757416282027
5,0.542545011622582
6,0.5389279153539754
7,0.5357717110003152
8,0.5329955753590522
9,0.5305403865607897
10,0.5283589475306225
11,0.526412365312446
12,0.5246682327004076
13,0.5230994149418875
14,0.5216831103760343
15,0.5204000867456499
16,0.5192340547401558
17,0.5181711551470168
18,0.5171995403690276
19,0.5163090335826337
20,0.5154908511758096
21,0.5147373764230528
22,0.5140419744951836
23,0.5133988407703016
24,0.5128028759830383
25,0.5122495830375963
26,0.5117349813505241
27,0.5112555354215568
28,0.5108080949931643
29,0.5103898446850454
30,0.5099982614065477
31,0.5096310781805977
32,0.5092862532753506
33,0.5089619437488035
34,0.5086564826784264
35,0.5083683594813265
36,0.5080962028375858
37,0.5078387658156525
38,0.5075949128683447
39,0.5073636084244906
40,0.5071439068471718
41,0.5069349435670326
42,0.5067359272298323
43,0.506546132722681
44,0.5063648949642378
45,0.506191603361412
46,0.506025696849459
47,0.5058666594443336
48,0.5057140162461887
49,0.505567329841335
50,0.505426197057083
51,0.5052902460299075
52,0.5051591335524827
53,0.5050325426694996
54,0.504910180495901
55,0.504791776234371
56,0.5046770793716735
57,0.5045658580358128
58,0.5044578974980551
59,0.5043529988056425
60,0.5042509775325962
61,0.5041516626373715
62,0.5040548954173311
63,0.5039605285510466
64,0.5038684252203814
65,0.5037784583051153
66,0.5036905096436031
67,0.5036044693536086
68,0.5035202352080161
69,0.503437712060645
70,0.5033568113178396
71,0.5032774504519193
72,0.5031995525529341
73,0.5031230459155038
74,0.5030478636578063
75,0.5029739433700529
76,0.5029012267900186
77,0.5028296595034193
78,0.5027591906671138
79,0.5026897727532902
80,0.5026213613129538
81,0.5025539147571767
82,0.5024873941547014
83,0.5024217630446082
84,0.5023569872628683
85,0.502293034781696
86,0.5022298755607105
87,0.5021674814089927
88,0.5021058258572016
89,0.5020448840389826
90,0.5019846325809558
91,0.5019250495006407
92,0.5018661141117119
93,0.5018078069360417
94,0.5017501096220164
95,0.5016930048686616
96,0.5016364763551464
97,0.5015805086752659
98,0.5015250872765383
99,0.5014701984035764
100,0.5014158290454219
