round,accuracy
1,0.761746821448314
2,0.7538461538461538
3,0.7556661138750691
4,0.7799889441680486
5,0.7616150442477876
6,0.7824175824175824
7,0.8191371681415929
8,0.7850055126791621
9,0.8224917309812569
10,0.787596048298573
11,0.7639271924986211
12,0.8033240997229917
13,0.7938087341072416
14,0.816924778761062
15,0.7661334804191947
16,0.8009922822491731
17,0.7777161862527716
18,0.7799334811529933
19,0.8094182825484765
20,0.7877280265339967
21,0.7860696517412935
22,0.8053244592346089
23,0.8298342541436464
24,0.7526170798898072
25,0.794914317302377
26,0.7932559425096739
27,0.798901098901099
28,0.7825124515771997
29,0.8127423822714681
30,0.7890969162995595
31,0.8094975151849807
32,0.7932559425096739
33,0.8119469026548672
34,0.8027700831024931
35,0.773303916161059
36,0.798787210584344
37,0.7950413223140496
38,0.7758144671452236
39,0.7727272727272727
40,0.8132963988919668
41,0.7874930824571112
42,0.8055401662049861
43,0.7939560439560439
44,0.7739082365948038
45,0.7960199004975125
46,0.8047566371681416
47,0.7886855241264559
48,0.7972451790633609
49,0.7864983534577388
50,0.7774104683195592
51,0.7972299168975069
52,0.791019955654102
53,0.7907488986784141
54,0.7963475373547316
55,0.7777777777777778
56,0.7877280265339967
57,0.7682522123893806
58,0.8078193832599119
59,0.8050660792951542
60,0.7816473189607518
61,0.7954545454545454
62,0.7731045932484781
63,0.8067180616740088
64,0.7749445676274944
65,0.7854767184035477
66,0.7879624516841524
67,0.7877777777777778
68,0.797566371681416
69,0.7799889441680486
70,0.7854767184035477
71,0.8044077134986226
72,0.771900826446281
73,0.7758810572687225
74,0.7741046831955923
75,0.7726269315673289
76,0.7717750826901875
77,0.7661691542288557
78,0.8036504424778761
79,0.7487603305785124
80,0.7973495306460519
81,0.7882483370288248
82,0.761746821448314
83,0.7893864013266998
84,0.7752622860298177
85,0.7700386954118298
86,0.808920704845815
87,0.8020948180815877
88,0.7678275290215588
89,0.7939058171745152
90,0.8105726872246696
91,0.7836192584394023
92,0.7732815964523282
93,0.7778390297684675
94,0.7911845730027548
95,0.7810421286031042
96,0.7815265486725663
97,0.7871396895787139
98,0.7779614325068871
99,0.7924008810572687
100,0.7871752349364289
