round,accuracy
1,0.7379584622182943
2,0.7396155545735749
3,0.7413831197525409
4,0.7409412284577994
5,0.7406098099867433
6,0.7393946089262041
7,0.7385108263367212
8,0.7379584622182943
9,0.7379584622182943
10,0.736964206805126
11,0.7360804242156429
12,0.7354175872735307
13,0.7340919133893062
14,0.733429076447194
15,0.7329871851524525
16,0.7326557666813964
17,0.732545293857711
18,0.7317719840919134
19,0.7322138753866548
20,0.7323243482103402
21,0.7322138753866548
22,0.7319929297392841
23,0.7322138753866548
24,0.7318824569155987
25,0.7318824569155987
26,0.7315510384445426
27,0.7309986743261158
28,0.7311091471498011
29,0.7312196199734865
30,0.731661511268228
31,0.731661511268228
32,0.731661511268228
33,0.7312196199734865
34,0.7308882015024304
35,0.7304463102076889
36,0.7298939460892621
37,0.7298939460892621
38,0.7297834732655767
39,0.7297834732655767
40,0.7296730004418913
41,0.729562527618206
42,0.7293415819708352
43,0.7296730004418913
44,0.7298939460892621
45,0.7294520547945206
46,0.7294520547945206
47,0.729562527618206
48,0.7293415819708352
49,0.7293415819708352
50,0.7292311091471498
51,0.7291206363234645
52,0.728678745028723
53,0.7285682722050376
54,0.7288996906760937
55,0.728678745028723
56,0.728678745028723
57,0.728678745028723
58,0.7287892178524084
59,0.7287892178524084
60,0.7287892178524084
61,0.7288996906760937
62,0.7285682722050376
63,0.7280159080866107
64,0.7277949624392399
65,0.7275740167918692
66,0.7271321254971277
67,0.7270216526734423
68,0.7271321254971277
69,0.7271321254971277
70,0.7271321254971277
71,0.7268007070260716
72,0.726911179849757
73,0.726911179849757
74,0.7268007070260716
75,0.726911179849757
76,0.7271321254971277
77,0.726911179849757
78,0.726911179849757
79,0.7268007070260716
80,0.7266902342023862
81,0.7266902342023862
82,0.7263588157313301
83,0.7261378700839594
84,0.7262483429076447
85,0.726027397260274
86,0.7259169244365886
87,0.7258064516129032
88,0.7255855059655325
89,0.7255855059655325
90,0.7253645603181618
91,0.7253645603181618
92,0.7253645603181618
93,0.725143614670791
94,0.7252540874944764
95,0.7253645603181618
96,0.7252540874944764
97,0.7252540874944764
98,0.725143614670791
99,0.7252540874944764
100,0.7252540874944764
