round,loss
1,0.5480690282200676
2,0.5388675887112572
3,0.5351846368248289
4,0.5330069042172587
5,0.5316106877119047
6,0.5306250032435099
7,0.5298577281816474
8,0.5292087578609931
9,0.5286260259286175
10,0.5280827262468174
11,0.5275653452594695
12,0.5270673121627225
13,0.5265856145017928
14,0.526118997791305
15,0.5256670175430092
16,0.5252295510345736
17,0.5248065560841754
18,0.5243979609851204
19,0.524003622491963
20,0.5236233176585287
21,0.523256751226065
22,0.5229035689928668
23,0.5225633723642902
24,0.5222357318511274
25,0.5219201986372348
26,0.5216163140221205
27,0.5213236168668048
28,0.5210416493018473
29,0.5207699609890059
30,0.5205081122137728
31,0.5202556760523801
32,0.52001223981781
33,0.5197774059517059
34,0.5195507924957278
35,0.5193320332477324
36,0.5191207776850497
37,0.5189166907185458
38,0.5187194523264244
39,0.5185287571051374
40,0.5183443137657531
41,0.5181658445971327
42,0.517993084911867
43,0.5178257824867852
44,0.5176636970066668
45,0.5175065995173684
46,0.5173542718927436
47,0.5172065063183343
48,0.5170631047937664
49,0.5169238786550041
50,0.5167886481170231
51,0.5166572418370458
52,0.5165294964981595
53,0.5164052564129261
54,0.5162843731464236
55,0.5161667051580707
56,0.5160521174615047
57,0.5159404813017563
58,0.5158316738489396
59,0.5157255779076815
60,0.5156220816415181
61,0.5155210783115088
62,0.5154224660283366
63,0.5153261475171952
64,0.5152320298947881
65,0.5151400244577969
66,0.5150500464822064
67,0.5149620150329041
68,0.5148758527830011
69,0.5147914858423525
70,0.5147088435947802
71,0.5146278585435304
72,0.514548466164522
73,0.5144706047669708
74,0.5143942153609891
75,0.5143192415317936
76,0.514245629320165
77,0.5141733271088302
78,0.5141022855144504
79,0.5140324572849226
80,0.5139637972017121
81,0.5138962619869534
82,0.5138298102150705
83,0.5137644022286805
84,0.5137000000585601
85,0.5136365673474623
86,0.5135740692775882
87,0.5135124725015244
88,0.5134517450764694
89,0.5133918564015812
90,0.5133327771582905
91,0.5132744792534237
92,0.5132169357650027
93,0.5131601208905782
94,0.5131040098979787
95,0.5130485790783462
96,0.512993805701354
97,0.512939667972491
98,0.5128861449923164
99,0.5128332167175852
100,0.5127808639241537
