round,accuracy
1,0.7434065934065934
2,0.7517926089354661
3,0.7642857142857142
4,0.7887168141592921
5,0.7940528634361234
6,0.8059701492537313
7,0.8141592920353983
8,0.7986762272476559
9,0.7961218836565097
10,0.8077562326869806
11,0.7903402854006586
12,0.7954671088999448
13,0.792932081722805
14,0.8232044198895028
15,0.7932372505543237
16,0.8127753303964758
17,0.7934065934065934
18,0.7927031509121062
19,0.8171806167400881
20,0.8075221238938053
21,0.7888026607538803
22,0.7895316804407714
23,0.7899113082039911
24,0.8022038567493113
25,0.7976782752902156
26,0.782150776053215
27,0.8038781163434903
28,0.7902600996126176
29,0.7825124515771997
30,0.7945054945054945
31,0.7900277008310249
32,0.8061674008810573
33,0.7936946902654868
34,0.7870575221238938
35,0.7888026607538803
36,0.7867768595041322
37,0.8103638368246968
38,0.8006607929515418
39,0.7809734513274337
40,0.7832594235033259
41,0.7864669994453688
42,0.7853577371048253
43,0.7669421487603306
44,0.7955922865013774
45,0.7846493649917173
46,0.7901098901098901
47,0.7791275538376587
48,0.7862637362637362
49,0.7995594713656388
50,0.785595567867036
51,0.7852015461071231
52,0.7938257993384785
53,0.79198682766191
54,0.7799889441680486
55,0.7883131201764058
56,0.8027700831024931
57,0.7943770672546858
58,0.7852794687327062
59,0.7924008810572687
60,0.7614325068870523
61,0.7861080485115767
62,0.7638274336283186
63,0.8005524861878454
64,0.7795013850415512
65,0.7912755383765875
66,0.7738359201773836
67,0.7780852241283895
68,0.7647382920110193
69,0.7853982300884956
70,0.7661691542288557
71,0.7965726920950802
72,0.7780231916068471
73,0.7754988913525499
74,0.7888026607538803
75,0.7722498618021006
76,0.7600661886376172
77,0.792932081722805
78,0.7511086474501109
79,0.761746821448314
80,0.7894736842105263
81,0.7755666113875069
82,0.7912087912087912
83,0.7866224433388612
84,0.7966759002770083
85,0.7871752349364289
86,0.7444567627494457
87,0.7600884466556108
88,0.7772877618522602
89,0.774157923799006
90,0.7737104825291181
91,0.7679162072767365
92,0.7922651933701658
93,0.7683397683397684
94,0.7697841726618705
95,0.7810945273631841
96,0.761746821448314
97,0.7827529021558872
98,0.7794444444444445
99,0.7837389380530974
100,0.7741046831955923
