round,loss
1,0.5839112632477514
2,0.5509653860752992
3,0.549316192609928
4,0.5482343409025723
5,0.5473241323052583
6,0.5465117830267178
7,0.5457768411768577
8,0.5451078562083437
9,0.5444952594967869
10,0.5439305738459604
11,0.5434064401116113
12,0.5429166071365593
13,0.5424558370221095
14,0.5420197735581838
15,0.5416048073930613
16,0.5412079530590016
17,0.5408267425678396
18,0.5404591356222217
19,0.5401034447515464
20,0.53975827324743
21,0.5394224638523253
22,0.5390950564001269
23,0.5387752528798755
24,0.5384623886438249
25,0.5381559086963265
26,0.537855348180667
27,0.5375603163315039
28,0.537270483285744
29,0.5369855692488951
30,0.5367053356006525
31,0.5364295775956567
32,0.5361581183753859
33,0.5358908040569782
34,0.5356274997061028
35,0.5353680860351836
36,0.5351124566965346
37,0.5348605160632653
38,0.5346121774100113
39,0.5343673614213351
40,0.5341259949686242
41,0.5338880101069764
42,0.5336533432523037
43,0.5334219345060711
44,0.5331937271009647
45,0.5329686669456132
46,0.5327467022504351
47,0.5325277832199279
48,0.532311861799369
49,0.5320988914660736
50,0.5318888270571375
51,0.5316816246270544
52,0.5314772413297907
53,0.5312756353208851
54,0.5310767656759433
55,0.5308805923225522
56,0.530687075983186
57,0.5304961781271056
58,0.5303078609296297
59,0.5301220872374413
60,0.5299388205388391
61,0.5297580249380462
62,0.529579665132844
63,0.5294037063949412
64,0.5292301145525866
65,0.5290588559750364
66,0.5288898975585431
67,0.5287232067136106
68,0.5285587513532956
69,0.5283964998823794
70,0.5282364211872708
71,0.5280784846265173
72,0.5279226600218381
73,0.5277689176495909
74,0.52761722823262
75,0.5274675629324274
76,0.5273198933416251
77,0.5271741914766397
78,0.5270304297706346
79,0.5268885810666318
80,0.526748618610811
81,0.5266105160459741
82,0.5264742474051576
83,0.5263397871053879
84,0.5262071099415644
85,0.5260761910804694
86,0.5259470060548921
87,0.5258195307578671
88,0.5256937414370184
89,0.5255696146890073
90,0.5254471274540792
91,0.5253262570107087
92,0.5252069809703356
93,0.5250892772721949
94,0.5249731241782327
95,0.5248585002681111
96,0.5247453844342962
97,0.524633755877229
98,0.5245235941005781
99,0.5244148789065692
100,0.5243075903913951
